,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
23,-0.076085253,-0.079844794,-0.075463487,-0.05881104,0.011119598,-0.061521011,0.042831509,-0.110191983,-0.131257805,-0.130704763,-0.006936552,-0.104502932,-0.096730888,-0.031525347,-0.084034657,-0.073150381,-0.093438483,-0.126744519,-0.11405154,-0.04884329,0.5,-0.008631799,0,-0.063813288,-0.017726153,-0.05881104,-0.063813288,-0.032484525,0.089236925,-0.129212122,-0.048525358,-0.099776998,-0.065328289,0.002757869,-0.010565439,0.137405515,-0.038512,-0.049921084,-0.012816199,-0.063634483,0.158523114,0.210660005,-0.081905001,-0.037436913,0.029240738,-0.080490059,0.133868602,-0.06481129,0.168192355,0.5,0.00824352,-0.028590081,0.023147607,-0.064821227
24,0.039346508,0.04990517,-0.095901653,0.01235969,-0.144427845,0.0602979,0.015138158,-0.091873476,0.102485439,0.070556722,0.085910672,0.104142489,-0.050479698,-0.066407994,-0.112770389,-0.152681478,-0.077411058,-0.113800365,-0.102760188,0.058923594,-0.074713526,-0.045666924,-0.063813288,0,0.027311797,0.01235969,0.44651789,0.114252389,0.02556812,0.07086978,-0.017652552,0.097408653,-0.079144024,0.072000183,-0.014426853,-0.146094355,0.226195435,0.242190832,-0.0642859,-0.144582144,-0.160914154,-0.088340863,-0.071993973,-0.13311288,-0.100321958,-0.151866979,-0.118965935,-0.124673388,-0.103902737,-0.074713526,0.146603289,-0.029190068,-0.069682779,0.07001893
25,0.038440745,0.028092609,-0.027230403,0.054917991,-0.025913475,-0.019093665,-0.081349856,-0.12051585,-0.124058494,-0.140366506,-0.090398049,0.03794476,-0.11931373,-0.169792515,-0.067454389,-0.121832235,-0.062478971,-0.128969248,-0.081759934,-0.067550126,-0.002972798,-0.030450677,-0.017726153,0.027311797,0,0.054917991,0.035429663,-0.056063857,0.001938366,-0.012535529,0.139571721,0.005218629,-0.009158996,0.043522238,-0.002459653,0.002832536,0.103784511,0.038819943,-0.062348526,-0.109963787,-0.044603368,-0.055054735,-0.050945489,-0.243358866,-0.122604453,-0.049530547,-0.0412371,0.00132462,-0.019454521,-0.002972798,-0.022767661,-0.058414556,0.184792283,0.012724264
26,0.002518337,0.018273968,-0.036083754,0.5,-0.028701384,-0.029779456,-0.042726285,-0.116336819,-0.129851147,-0.145004148,-0.187019124,-0.048292804,-0.154978862,-0.221535208,-0.109318627,-0.117611538,-0.068981993,-0.130627,-0.130142141,-0.134784288,-0.073414142,-0.037812805,-0.05881104,0.01235969,0.054917991,0,0.058283506,-0.041688799,0.046145962,-0.000508594,0.060053699,0.008110984,0.018724591,0.052957238,-0.022393642,-0.107946187,0.011071001,0.072889301,-0.089214746,-0.153711785,-0.086285914,-0.089108258,-0.056060221,-0.271634468,-0.145340063,-0.054474962,-0.164533846,0.12864916,0.089686419,-0.073414142,-0.037979851,0.032656694,-0.014181015,-0.045385039
27,0.053044967,0.010168327,-0.128591624,0.058283506,-0.144427845,-0.00024555,0.075094062,-0.045411117,0.016317999,-0.008741068,-0.024728282,0.007403781,-0.058392327,-0.074320624,-0.054138074,-0.118370316,-0.077411058,-0.113800365,-0.123808785,-0.027128029,-0.092339827,-0.061770048,-0.063813288,0.44651789,0.035429663,0.058283506,0,0.082673982,0.13353714,0.198125274,0.018059132,0.229852982,-0.020272029,0.09013428,-0.018236434,-0.1876095,0.162371767,0.217504449,-0.079935061,-0.171786207,-0.160914154,-0.112366436,-0.071993973,-0.13311288,-0.130892548,-0.151866979,-0.134615096,-0.124673388,-0.127288431,-0.092339827,0.186084058,0.000505294,-0.089982519,0.093165085
28,0.031168556,-0.037555987,0.007181786,-0.041688799,-0.082070341,-0.032471268,-0.02269318,-0.112251813,-0.014442305,0.155051519,-0.069554163,0.058355364,0.146609652,0.068470147,-0.144890702,-0.131925563,-0.102020261,-0.113791701,-0.100947902,0.172647549,-0.034202312,-0.039199305,-0.032484525,0.114252389,-0.056063857,-0.041688799,0.082673982,0,0.033402064,-0.091689038,-0.044411832,-0.070789992,0.0188273,0.03022322,0.100859105,-0.100011362,-0.003901169,0.074610544,0.282057203,-0.007439739,-0.088974354,-0.042887414,-0.090486778,-0.183946407,-0.086187619,0.050387639,-0.084019733,-0.074696753,-0.055248069,-0.034202312,0.020212588,0.094040321,-0.061955379,-0.017586131
29,-0.030355736,-0.013057096,-0.00976657,0.046145962,-0.0524892,-0.072032961,0.055686895,-0.084936263,-0.136830524,-0.06045181,-0.259106343,-0.100991577,0.051581655,-0.000902842,-0.107582798,-0.087868036,-0.11148736,-0.176577543,-0.154773056,0.025368224,0.051720185,-0.007491512,0.089236925,0.02556812,0.001938366,0.046145962,0.13353714,0.033402064,0,0.087458966,0.169707753,0.109175217,0.225912562,-0.058516541,-0.08449554,-0.17569145,-0.071990947,-0.074344993,-0.013187596,-0.101296799,-0.146425782,-0.049912512,-0.099953877,-0.292367255,-0.184237974,-0.021397895,-0.09081157,-0.083671872,-0.062723849,0.051720185,0.032672682,0.025467974,0.125725741,0.038783994
30,-0.022992827,-0.059395503,0.007701751,-0.000508594,-0.03787137,-0.106856137,0.069735441,0.102104084,-0.04479912,-0.056958661,-0.039558257,-0.128561803,-0.085468676,-0.113643764,0.126553978,0.154439214,0.02914044,0.0624507,-0.018874656,-0.138456648,-0.133781783,-0.032391139,-0.129212122,0.07086978,-0.012535529,-0.000508594,0.198125274,-0.091689038,0.087458966,0,0.108816578,0.477912203,0.105652448,-0.096125773,0.03723514,0.101032002,-0.042745691,-0.060632856,-0.083341036,-0.120539169,-0.105263322,-0.119945883,0.026384402,0.017693083,0.007225425,-0.089561322,-0.159278538,-0.074933327,-0.15268023,-0.133781783,0.027431277,0.028853235,-0.0624341,0.065303718
31,-0.039453381,-0.020498679,-0.011521002,0.060053699,-0.002243905,-0.068405072,-0.003286626,-0.025095309,-0.132184147,-0.147217282,-0.168838233,-0.22189609,-0.110046015,-0.158290669,-0.033591876,-0.067691126,0.005376302,-0.049545418,-0.051605478,-0.126827917,-0.063582588,-0.022666727,-0.048525358,-0.017652552,0.139571721,0.060053699,0.018059132,-0.044411832,0.169707753,0.108816578,0,0.124414192,0.111240637,-0.070767773,-0.039457514,-0.16118742,-0.063604194,-0.06000294,-0.064576439,-0.13828103,-0.129655083,-0.065506564,0.004676989,-0.126602757,-0.168723786,-0.075720826,-0.161833672,-0.093987042,-0.084173168,-0.063582588,-0.001789004,0.026486775,0.118053842,0.020565824
32,-0.015334719,-0.050249515,0.022773273,0.008110984,-0.03787137,-0.093709812,0.095088224,0.079579074,-0.073419727,-0.081314184,-0.074005353,-0.159182106,-0.11098974,-0.147752815,0.098742687,0.131793876,0.007291313,-0.019013082,-0.038294258,-0.163826772,-0.110129818,-0.024727755,-0.099776998,0.097408653,0.005218629,0.008110984,0.229852982,-0.070789992,0.109175217,0.477912203,0.124414192,0,0.121540669,-0.074243892,0.056997559,0.069284444,-0.000950634,-0.034181005,-0.098945857,-0.147257253,-0.12794664,-0.119945883,0.006592001,-0.036105838,-0.092441237,-0.107304361,-0.189790029,-0.130535045,-0.139692475,-0.110129818,0.037022511,0.036346567,-0.0528453,0.080296495
33,-0.038667412,-0.017912794,0.032556834,0.018724591,0.001945169,-0.065832209,-0.038010432,-0.06766331,-0.113659026,0.031513704,-0.226924718,-0.089693313,0.033708172,-0.076140341,-0.090309845,-0.069646016,-0.060953196,-0.126653948,-0.11893558,0.011892492,-0.080182695,-0.032910817,-0.065328289,-0.079144024,-0.009158996,0.018724591,-0.020272029,0.0188273,0.225912562,0.105652448,0.111240637,0.121540669,0,-0.062946903,-0.057757046,-0.141032227,-0.108951212,-0.087206385,-0.036198957,-0.042590593,-0.104251521,-0.080637394,-0.049419714,-0.241833092,-0.145622088,0.027156139,-0.19942341,-0.063915688,-0.102287286,-0.080182695,-0.05939292,0.000236828,0.04163878,0.285911423
34,-0.003356442,-0.017911646,-0.057805345,0.052957238,-0.024707131,-0.014069098,0.042076922,-0.102515548,-0.069635457,-0.077927061,-0.029767677,-0.002229526,-0.070567491,-0.051715257,-0.07962146,-0.096370813,-0.076711914,-0.118370986,-0.08077911,-0.08178714,0.020139741,-0.031564201,0.002757869,0.072000183,0.043522238,0.052957238,0.09013428,0.03022322,-0.058516541,-0.096125773,-0.070767773,-0.074243892,-0.062946903,0,0.351013288,0.076811728,0.055805266,0.222333871,-0.033640623,-0.053807472,-0.006431717,-0.020690835,-0.065178431,-0.101322347,0.02562425,-0.06376349,0.028699011,-0.033990069,0.001675929,0.020139741,0.029473497,-0.006978604,-0.012518573,-0.05685373
35,0.041678023,-0.066064405,-0.003544947,-0.022393642,-0.033202483,-0.055693275,0.004368807,-0.079922294,-0.089888711,-0.115930881,-0.043627542,-0.118652887,-0.08983031,-0.080527933,-0.053344041,0.03453978,-0.033670279,-0.095772443,-0.045629471,-0.10071002,0.006275049,-0.017999596,-0.010565439,-0.014426853,-0.002459653,-0.022393642,-0.018236434,0.100859105,-0.08449554,0.03723514,-0.039457514,0.056997559,-0.057757046,0.351013288,0,0.221848932,0.006045403,0.08021726,-0.043816286,-0.053780129,-0.038208551,-0.03102837,-0.028253194,-0.120719382,-0.024922548,-0.058738758,0.001108981,-0.062512712,-0.011986868,0.006275049,0.007538227,0.102728551,-0.042877347,-0.040079984
36,-0.082075741,-0.128305414,-0.001947505,-0.107946187,0.082723492,-0.061311436,-0.121371451,-0.089167103,-0.005353468,-0.031996712,0.169013136,0.016504482,-0.013295966,0.132158127,-0.022336282,0.186025825,-0.089767293,-0.055310601,-0.065161666,-0.032092753,0.170580353,-0.062804223,0.137405515,-0.146094355,0.002832536,-0.107946187,-0.1876095,-0.100011362,-0.17569145,0.101032002,-0.16118742,0.069284444,-0.141032227,0.076811728,0.221848932,0,-0.060920361,-0.060920361,0.046410042,0.183534487,0.210203495,0.08445895,-0.083140285,0.171124568,0.263819152,-0.082346146,0.308649354,-0.012514658,0.113448116,0.170580353,-0.040467079,0.033782423,-0.023789321,-0.134848788
37,-0.003859029,0.050210896,-0.13014403,0.011071001,-0.116197024,-0.003899574,-0.003622522,-0.048097139,0.383165715,0.014206373,0.160904555,0.180728119,-0.109141209,-0.14753518,0.026915668,-0.135598138,0.471071972,-0.069949288,0.179063343,0.016779186,-0.042206059,-0.048300297,-0.038512,0.226195435,0.103784511,0.011071001,0.162371767,-0.003901169,-0.071990947,-0.042745691,-0.063604194,-0.000950634,-0.108951212,0.055805266,0.006045403,-0.060920361,0,0.5,-0.105737841,-0.24376671,-0.062216197,-0.121383674,-0.027050321,-0.036923415,-0.124061178,-0.115919094,-0.075011365,-0.040404233,-0.069938498,-0.042206059,-0.076130085,-0.151866209,-0.05600984,-0.072463772
38,-0.022336822,0.005364761,-0.092558438,0.072889301,-0.083668506,-0.003899574,0.095474608,-0.072222919,0.203133335,-0.034101966,0.047901537,0.069157087,-0.121801528,-0.161211173,-0.029792128,-0.131298282,0.235399304,-0.082597673,0.085731436,-0.034794564,-0.050861726,-0.046641864,-0.049921084,0.242190832,0.038819943,0.072889301,0.217504449,0.074610544,-0.074344993,-0.060632856,-0.06000294,-0.034181005,-0.087206385,0.222333871,0.08021726,-0.060920361,0.5,0,-0.092606938,-0.139298249,-0.070251705,-0.099918343,-0.043283015,-0.109574906,-0.124061178,-0.090738658,-0.106859788,-0.048370693,-0.07808607,-0.050861726,0.028130916,-0.027507821,-0.058111854,-0.062926298
