,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
1,0,0.007561792,-0.026263295,0.002518337,-0.042867955,-0.009734868,-0.095083111,-0.128397629,-0.071380242,-0.091328056,-0.193755844,-0.060938618,-0.070882916,-0.104330953,-0.176116344,-0.117005303,-0.055145732,-0.111980864,-0.088834725,-0.118869528,-0.062072537,-0.012000859,-0.076085253,0.039346508,0.038440745,0.002518337,0.053044967,0.031168556,-0.030355736,-0.022992827,-0.039453381,-0.015334719,-0.038667412,-0.003356442,0.041678023,-0.082075741,-0.003859029,-0.022336822,-0.048565805,-0.077608932,-0.100295122,-0.052563246,-0.04222396,-0.257798207,-0.040144319,-0.040638701,-0.133655871,-0.023144024,-0.074746405,-0.062072537,-0.003878201,0.079604796,0.118339146,0.006298091
2,0.007561792,0,-0.017776505,0.018273968,0.43229266,0.482302291,-0.023825466,-0.039753797,-0.048118474,-0.055831006,-0.111543021,0.017813712,-0.124244452,-0.177770967,-0.109507599,-0.044045436,-0.069904259,-0.021304759,-0.036831739,-0.084619661,-0.079614087,0.037860412,-0.079844794,0.04990517,0.028092609,0.018273968,0.010168327,-0.037555987,-0.013057096,-0.059395503,-0.020498679,-0.050249515,-0.017912794,-0.017911646,-0.066064405,-0.128305414,0.050210896,0.005364761,-0.07312716,-0.073677009,-0.089399747,-0.072528718,-0.056982486,-0.18746363,-0.081013888,-0.055397228,-0.179552425,-0.003507626,-0.093915883,-0.079614087,-0.068181703,-0.056224965,0.000675439,-0.05032799
3,-0.026263295,-0.017776505,0,-0.036083754,-0.026018765,-0.039416354,-0.039554848,-0.068753563,-0.129001422,0.008931631,-0.248616892,-0.113033016,0.023495616,-0.084320195,-0.14650626,0.054846576,-0.057902723,-0.048416345,-0.048213103,0.026523444,-0.074349337,0.077632734,-0.075463487,-0.095901653,-0.027230403,-0.036083754,-0.128591624,0.007181786,-0.00976657,0.007701751,-0.011521002,0.022773273,0.032556834,-0.057805345,-0.003544947,-0.001947505,-0.13014403,-0.092558438,-0.035289619,0.006770253,-0.102808186,-0.07281918,-0.04636924,-0.238782618,-0.128482457,0.025430496,-0.199213032,-0.043156208,-0.095063814,-0.074349337,0.010801797,0.004316184,0.118979816,0.063866029
4,0.002518337,0.018273968,-0.036083754,0,-0.028701384,-0.029779456,-0.042726285,-0.116336819,-0.129851147,-0.145004148,-0.187019124,-0.048292804,-0.154978862,-0.221535208,-0.109318627,-0.117611538,-0.068981993,-0.130627,-0.130142141,-0.134784288,-0.073414142,-0.037812805,-0.05881104,0.01235969,0.054917991,0.5,0.058283506,-0.041688799,0.046145962,-0.000508594,0.060053699,0.008110984,0.018724591,0.052957238,-0.022393642,-0.107946187,0.011071001,0.072889301,-0.089214746,-0.153711785,-0.086285914,-0.089108258,-0.056060221,-0.271634468,-0.145340063,-0.054474962,-0.164533846,0.12864916,0.089686419,-0.073414142,-0.037979851,0.032656694,-0.014181015,-0.045385039
5,-0.042867955,0.43229266,-0.026018765,-0.028701384,0,0.468409624,-0.08879462,-0.130883987,-0.102406643,-0.104063617,-0.05338099,-0.152375547,-0.1342381,-0.096271599,-0.130883987,-0.044143373,-0.067900421,-0.112094269,-0.114692447,-0.120736193,0.011119598,-0.037862801,0.011119598,-0.144427845,-0.025913475,-0.028701384,-0.144427845,-0.082070341,-0.0524892,-0.03787137,-0.002243905,-0.03787137,0.001945169,-0.024707131,-0.033202483,0.082723492,-0.116197024,-0.083668506,-0.048169556,-0.036759705,0.053253538,0.015274808,-0.056853021,-0.018526994,0.227945606,-0.055505443,0.026267679,-0.043798552,0.026267679,0.011119598,-0.063808156,-0.03959234,0.006203188,-0.051486465
6,-0.009734868,0.482302291,-0.039416354,-0.029779456,0.468409624,0,-0.001494515,-0.014867716,-0.013468629,-0.029316537,-0.0279437,0.004729148,-0.113055697,-0.117945992,-0.092357421,0.010173865,-0.070685732,0.006628169,-0.01639726,-0.064099264,-0.06206365,0.071729607,-0.061521011,0.0602979,-0.019093665,-0.029779456,-0.00024555,-0.032471268,-0.072032961,-0.106856137,-0.068405072,-0.093709812,-0.065832209,-0.014069098,-0.055693275,-0.061311436,-0.003899574,-0.003899574,-0.059429681,-0.027418753,-0.038176749,-0.038296574,-0.060188712,-0.08097219,-0.013241039,-0.058930815,-0.083149712,-0.011764866,-0.049603537,-0.06206365,-0.054798991,-0.054881272,-0.021394344,-0.058689102
7,-0.095083111,-0.023825466,-0.039554848,-0.042726285,-0.08879462,-0.001494515,0,0.328665559,-0.13076848,-0.105574401,-0.043372929,-0.132913266,-0.142846564,-0.189407448,0.25899247,0.212024983,0.0079507,0.253206634,0.223136679,-0.168628373,0.036848346,0.020245938,0.042831509,0.015138158,-0.081349856,-0.042726285,0.075094062,-0.02269318,0.055686895,0.069735441,-0.003286626,0.095088224,-0.038010432,0.042076922,0.004368807,-0.121371451,-0.003622522,0.095474608,-0.090302703,-0.0083379,-0.072027145,-0.082561353,0.007251388,0.071725327,-0.103528114,-0.118179382,-0.171121135,-0.019995286,-0.098052564,0.036848346,-0.027202334,-0.050412907,-0.0024547,-0.054939812
8,-0.128397629,-0.039753797,-0.068753563,-0.116336819,-0.130883987,-0.014867716,0.328665559,0,0.023884297,0.025910391,0.147701801,0.031937162,-0.008176563,-0.010582451,0.442381428,0.368568419,0.1835593,0.476702301,0.372094296,-0.036131256,-0.108721779,-0.07152777,-0.110191983,-0.091873476,-0.12051585,-0.116336819,-0.045411117,-0.112251813,-0.084936263,0.102104084,-0.025095309,0.079579074,-0.06766331,-0.102515548,-0.079922294,-0.089167103,-0.048097139,-0.072222919,-0.045831234,0.082113182,-0.008588804,-0.057054139,0.172285369,0.422765215,0.002592196,-0.014535474,-0.009637563,0.106216109,-0.040910885,-0.108721779,-0.103964194,-0.121919047,-0.117388576,-0.087981765
9,-0.071380242,-0.048118474,-0.129001422,-0.129851147,-0.102406643,-0.013468629,-0.13076848,0.023884297,0,0.328020106,0.257070316,0.257070316,0.200780244,0.200780244,0.030669463,-0.014717478,0.54858817,0.086550761,0.245661777,0.21452466,-0.122452377,-0.053292842,-0.131257805,0.102485439,-0.124058494,-0.129851147,0.016317999,-0.014442305,-0.136830524,-0.04479912,-0.132184147,-0.073419727,-0.113659026,-0.069635457,-0.089888711,-0.005353468,0.383165715,0.203133335,0.005546117,0.051799365,-0.019567958,-0.056321622,0.038753891,0.237013534,0.160729794,0.038753891,0.117734159,0.0520798,-0.03278753,-0.122452377,-0.079694027,-0.139900264,-0.098588083,-0.107295557
10,-0.091328056,-0.055831006,0.008931631,-0.145004148,-0.104063617,-0.029316537,-0.105574401,0.025910391,0.328020106,0,0.233191576,0.376068161,0.386543731,0.31305403,0.03081974,-0.034249038,-0.012743483,0.078064487,-0.007139914,0.397192882,-0.123298692,-0.074254679,-0.130704763,0.070556722,-0.140366506,-0.145004148,-0.008741068,0.155051519,-0.06045181,-0.056958661,-0.147217282,-0.081314184,0.031513704,-0.077927061,-0.115930881,-0.031996712,0.014206373,-0.034101966,0.085464242,0.120904277,-0.010021264,-0.065588202,-0.011784619,0.205987307,0.132149848,0.208053207,0.05687087,0.016261839,-0.046167606,-0.123298692,-0.106270334,-0.075764706,-0.101379913,-0.047159232
11,-0.193755844,-0.111543021,-0.248616892,-0.187019124,-0.05338099,-0.0279437,-0.043372929,0.147701801,0.257070316,0.233191576,0,0.328086402,0.064127397,0.149910679,0.260240982,0.064632551,0.115510883,0.247969873,0.095449342,0.20413505,-0.01340008,-0.127055068,-0.006936552,0.085910672,-0.090398049,-0.187019124,-0.024728282,-0.069554163,-0.259106343,-0.039558257,-0.168838233,-0.074005353,-0.226924718,-0.029767677,-0.043627542,0.169013136,0.160904555,0.047901537,-0.00011912,-0.010843608,0.201227292,-0.002670864,0.110353349,0.5,0.246796786,-0.020398719,0.265215996,0.10495027,0.102581935,-0.01340008,-0.123920805,-0.224681469,-0.138013069,-0.17868288
12,-0.060938618,0.017813712,-0.113033016,-0.048292804,-0.152375547,0.004729148,-0.132913266,0.031937162,0.257070316,0.376068161,0.328086402,0,0.227245998,0.175053849,0.121386844,-0.042477343,-0.017867406,0.103372363,-0.008957919,0.357107596,-0.096196059,-0.145167509,-0.104502932,0.104142489,0.03794476,-0.048292804,0.007403781,0.058355364,-0.100991577,-0.128561803,-0.22189609,-0.159182106,-0.089693313,-0.002229526,-0.118652887,0.016504482,0.180728119,0.069157087,0.021528575,0.022500317,0.066951346,-0.086674163,-0.016908543,0.24397908,0.086423556,0.141317706,0.120166413,0.160041287,0.005287496,-0.096196059,-0.188855255,-0.17827276,-0.099404077,-0.139190811
13,-0.070882916,-0.124244452,0.023495616,-0.154978862,-0.1342381,-0.113055697,-0.142846564,-0.008176563,0.200780244,0.386543731,0.064127397,0.227245998,0,0.446199543,-0.009657492,-0.042521917,-0.013162961,0.022221747,0.006543058,0.386369111,-0.059377284,-0.052796557,-0.096730888,-0.050479698,-0.11931373,-0.154978862,-0.058392327,0.146609652,0.051581655,-0.085468676,-0.110046015,-0.11098974,0.033708172,-0.070567491,-0.08983031,-0.013295966,-0.109141209,-0.121801528,0.159675575,0.176121896,-0.067193484,-0.000256489,-0.012204098,0.090448363,0.121905175,0.215533616,0.172080342,-0.004989523,0.024786487,-0.059377284,0.009169203,-0.035751544,-0.097339352,-0.050614969
14,-0.104330953,-0.177770967,-0.084320195,-0.221535208,-0.096271599,-0.117945992,-0.189407448,-0.010582451,0.200780244,0.31305403,0.149910679,0.175053849,0.446199543,0,-0.01206338,-0.000706725,-0.020942508,0.03066236,0.008641839,0.303317841,0.013368397,-0.077924615,-0.031525347,-0.066407994,-0.169792515,-0.221535208,-0.074320624,0.068470147,-0.000902842,-0.113643764,-0.158290669,-0.147752815,-0.076140341,-0.051715257,-0.080527933,0.132158127,-0.14753518,-0.161211173,0.193911097,0.201084641,0.022750544,0.094932759,-0.019983644,0.226569364,0.316119606,0.167198753,0.34589204,-0.007500934,0.129812669,0.013368397,0.05653785,-0.072749271,-0.095908555,-0.133902197
15,-0.176116344,-0.109507599,-0.14650626,-0.109318627,-0.130883987,-0.092357421,0.25899247,0.442381428,0.030669463,0.03081974,0.260240982,0.121386844,-0.009657492,-0.01206338,0,0.285761395,0.1835593,0.435061875,0.308771213,0.031286855,-0.083388536,-0.09840456,-0.084034657,-0.112770389,-0.067454389,-0.109318627,-0.054138074,-0.144890702,-0.107582798,0.126553978,-0.033591876,0.098742687,-0.090309845,-0.07962146,-0.053344041,-0.022336282,0.026915668,-0.029792128,-0.058258683,0.003337316,0.054601437,-0.073944616,0.172285369,0.422765215,0.003198481,-0.014535474,0.073448939,0.132536591,0.004603897,-0.083388536,-0.134819623,-0.165425085,-0.154738374,-0.119247594
16,-0.117005303,-0.044045436,0.054846576,-0.117611538,-0.044143373,0.010173865,0.212024983,0.368568419,-0.014717478,-0.034249038,0.064632551,-0.042477343,-0.042521917,-0.000706725,0.285761395,0,0.079835636,0.348471147,0.275218252,-0.064053099,-0.073773106,-0.09345872,-0.073150381,-0.152681478,-0.121832235,-0.117611538,-0.118370316,-0.131925563,-0.087868036,0.154439214,-0.067691126,0.131793876,-0.069646016,-0.096370813,0.03453978,0.186025825,-0.135598138,-0.131298282,-0.040259499,0.132564113,0.013501665,-0.023949446,0.074678102,0.283459361,0.0314711,-0.013766152,0.049084679,0.08680279,-0.005243761,-0.073773106,-0.106847007,0.008470598,-0.100696086,-0.111073073
17,-0.055145732,-0.069904259,-0.057902723,-0.068981993,-0.067900421,-0.070685732,0.0079507,0.1835593,0.54858817,-0.012743483,0.115510883,-0.017867406,-0.013162961,-0.020942508,0.1835593,0.079835636,0,0.162554992,0.512371219,-0.013162961,-0.093438483,-0.027781614,-0.093438483,-0.077411058,-0.062478971,-0.068981993,-0.077411058,-0.102020261,-0.11148736,0.02914044,0.005376302,0.007291313,-0.060953196,-0.076711914,-0.033670279,-0.089767293,0.471071972,0.235399304,-0.061739481,-0.043343341,-0.054858445,-0.071726253,0.064413704,0.115510883,-0.055642239,-0.00536084,-0.016611769,0.005821001,-0.03900192,-0.093438483,-0.045117851,-0.079739543,-0.080863452,-0.028338059
18,-0.111980864,-0.021304759,-0.048416345,-0.130627,-0.112094269,0.006628169,0.253206634,0.476702301,0.086550761,0.078064487,0.247969873,0.103372363,0.022221747,0.03066236,0.435061875,0.348471147,0.162554992,0,0.379607588,0.022850387,-0.126744519,-0.071563181,-0.126744519,-0.113800365,-0.128969248,-0.130627,-0.113800365,-0.113791701,-0.176577543,0.0624507,-0.049545418,-0.019013082,-0.126653948,-0.118370986,-0.095772443,-0.055310601,-0.069949288,-0.082597673,-0.023942659,0.111576787,0.014019971,-0.060312195,0.149224336,0.426037269,0.115406661,0.012154858,0.027230864,0.140010277,-0.051299716,-0.126744519,-0.099781284,-0.121501242,-0.108240353,-0.082843252
19,-0.088834725,-0.036831739,-0.048213103,-0.130142141,-0.114692447,-0.01639726,0.223136679,0.372094296,0.245661777,-0.007139914,0.095449342,-0.008957919,0.006543058,0.008641839,0.308771213,0.275218252,0.512371219,0.379607588,0,-0.039241013,-0.086384901,-0.041713658,-0.11405154,-0.102760188,-0.081759934,-0.130142141,-0.123808785,-0.100947902,-0.154773056,-0.018874656,-0.051605478,-0.038294258,-0.11893558,-0.08077911,-0.045629471,-0.065161666,0.179063343,0.085731436,-0.031197757,0.127145316,-0.049762454,-0.040725956,0.123452486,0.253998349,-0.010822595,-0.01038217,0.007817564,0.07477745,-0.026482678,-0.086384901,-0.07828864,-0.130605986,-0.092888469,-0.073708119
20,-0.118869528,-0.084619661,0.026523444,-0.134784288,-0.120736193,-0.064099264,-0.168628373,-0.036131256,0.21452466,0.397192882,0.20413505,0.357107596,0.386369111,0.303317841,0.031286855,-0.064053099,-0.013162961,0.022850387,-0.039241013,0,-0.049277195,-0.116514554,-0.04884329,0.058923594,-0.067550126,-0.134784288,-0.027128029,0.172647549,0.025368224,-0.138456648,-0.126827917,-0.163826772,0.011892492,-0.08178714,-0.10071002,-0.032092753,0.016779186,-0.034794564,0.098732544,0.08723031,-0.005497004,-0.040481548,-0.012204098,0.090448363,-0.002491695,0.215533616,0.155372178,0.043869782,0.035561272,-0.049277195,-0.051196792,-0.039231566,-0.137153939,-0.071604701
21,-0.062072537,-0.079614087,-0.074349337,-0.073414142,0.011119598,-0.06206365,0.036848346,-0.108721779,-0.122452377,-0.123298692,-0.01340008,-0.096196059,-0.059377284,0.013368397,-0.083388536,-0.073773106,-0.093438483,-0.126744519,-0.086384901,-0.049277195,0,0.002979653,0.5,-0.074713526,-0.002972798,-0.073414142,-0.092339827,-0.034202312,0.051720185,-0.133781783,-0.063582588,-0.110129818,-0.080182695,0.020139741,0.006275049,0.170580353,-0.042206059,-0.050861726,0.005876373,-0.029535395,0.158523114,0.220825155,-0.081905001,-0.037436913,0.070903045,-0.080490059,0.158549601,-0.06481129,0.181470866,0.5,0.004427424,-0.043937981,0.036973917,-0.073256427
22,-0.012000859,0.037860412,0.077632734,-0.037812805,-0.037862801,0.071729607,0.020245938,-0.07152777,-0.053292842,-0.074254679,-0.127055068,-0.145167509,-0.052796557,-0.077924615,-0.09840456,-0.09345872,-0.027781614,-0.071563181,-0.041713658,-0.116514554,0.002979653,0,-0.008631799,-0.045666924,-0.030450677,-0.037812805,-0.061770048,-0.039199305,-0.007491512,-0.032391139,-0.022666727,-0.024727755,-0.032910817,-0.031564201,-0.017999596,-0.062804223,-0.048300297,-0.046641864,-0.039586711,-0.053697321,-0.097313141,-0.043101404,-0.020976239,-0.194956782,-0.040141056,-0.038243581,-0.110235307,-0.046009711,-0.064100674,0.002979653,-0.019635462,-0.032009913,0.002758052,-0.020859743
